seed,task,split,episode,constraint_density,novelty,lag,human_motion,contact_mode,sensor_noise,recoverability,hazard_probability,boundary_label,unsafe_action_pressure
0,narrow_gap_navigation,nominal_safety,20,0.555926,0.041521,0.000000,0.014915,0.264870,0.000000,0.581230,0.412444,1,0.741889
0,narrow_gap_navigation,nominal_safety,21,0.579178,0.000000,0.009258,0.184790,0.227938,0.000000,0.599709,0.519484,0,0.716824
0,narrow_gap_navigation,nominal_safety,22,0.596087,0.008338,0.000000,0.102990,0.357071,0.000000,0.494882,0.590789,1,0.830434
0,narrow_gap_navigation,nominal_safety,23,0.564999,0.023540,0.000000,0.065306,0.314634,0.000000,0.562820,0.619432,0,0.763608
0,narrow_gap_navigation,nominal_safety,24,0.590988,0.030106,0.002240,0.182181,0.197292,0.011679,0.541273,0.568456,1,0.877438
0,narrow_gap_navigation,nominal_safety,25,0.640535,0.017927,0.000000,0.066455,0.343833,0.030341,0.501956,0.588342,0,0.846695
0,narrow_gap_navigation,nominal_safety,26,0.643526,0.011446,0.000000,0.051917,0.279436,0.002591,0.554639,0.531992,1,0.686605
0,narrow_gap_navigation,nominal_safety,27,0.674706,0.016769,0.031839,0.124481,0.217465,0.013947,0.502904,0.622853,1,0.718626
0,narrow_gap_navigation,nominal_safety,28,0.599979,0.013905,0.030454,0.113242,0.352881,0.000000,0.509915,0.616477,1,0.776159
0,narrow_gap_navigation,nominal_safety,29,0.589019,0.000000,0.009890,0.145780,0.285974,0.000000,0.624640,0.597633,1,0.721708
0,narrow_gap_navigation,nominal_safety,30,0.643186,0.000000,0.004471,0.112315,0.236388,0.009263,0.535453,0.681161,0,0.737391
0,narrow_gap_navigation,nominal_safety,31,0.636965,0.047853,0.006478,0.005335,0.224035,0.015890,0.548048,0.569302,1,0.700061
0,narrow_gap_navigation,constraint_shift,0,0.813123,0.034216,0.046017,0.134360,0.294024,0.000000,0.583692,0.557640,1,0.725079
0,narrow_gap_navigation,constraint_shift,1,0.876514,0.048517,0.094057,0.083601,0.291705,0.065262,0.538768,0.622037,0,0.883410
0,narrow_gap_navigation,constraint_shift,2,0.880886,0.050696,0.050744,0.105804,0.323382,0.068339,0.561180,0.760140,1,0.763298
0,narrow_gap_navigation,constraint_shift,3,0.800063,0.039545,0.030696,0.077968,0.428442,0.001903,0.541502,0.804204,1,0.968661
0,narrow_gap_navigation,constraint_shift,4,0.797384,0.067586,0.081021,0.162576,0.362447,0.042385,0.554290,0.809265,1,0.972483
0,narrow_gap_navigation,constraint_shift,5,0.860222,0.042694,0.029629,0.191182,0.322030,0.103383,0.581518,0.680653,1,0.830548
0,narrow_gap_navigation,constraint_shift,6,0.841945,0.082346,0.054480,0.106414,0.220552,0.052767,0.496132,0.645469,1,0.649504
0,narrow_gap_navigation,constraint_shift,7,0.856367,0.094098,0.039274,0.099884,0.308525,0.055912,0.507860,0.741573,0,0.947506
0,narrow_gap_navigation,constraint_shift,8,0.853575,0.041920,0.000000,0.198194,0.335983,0.055891,0.533564,0.710387,1,0.760603
0,narrow_gap_navigation,constraint_shift,9,0.830478,0.041430,0.025997,0.121038,0.334744,0.061966,0.504276,0.704404,1,0.838101
0,narrow_gap_navigation,constraint_shift,10,0.904516,0.058833,0.023852,0.194119,0.334444,0.036784,0.496322,0.671198,1,0.832019
0,narrow_gap_navigation,constraint_shift,11,0.916611,0.000000,0.098260,0.167621,0.409872,0.031468,0.509389,0.761379,1,0.720168
0,narrow_gap_navigation,constraint_shift,12,0.963482,0.134268,0.041628,0.110301,0.364719,0.052077,0.522284,0.721545,1,0.837729
0,narrow_gap_navigation,constraint_shift,13,0.847777,0.039664,0.082175,0.105680,0.273401,0.023228,0.532487,0.629975,1,0.743256
0,narrow_gap_navigation,constraint_shift,14,0.816665,0.040224,0.043961,0.142829,0.278081,0.017548,0.503875,0.654324,0,0.741649
0,narrow_gap_navigation,constraint_shift,15,0.896736,0.072869,0.051065,0.081477,0.296326,0.047725,0.447388,0.601472,0,0.919270
0,narrow_gap_navigation,constraint_shift,16,0.866099,0.029723,0.087924,0.186930,0.305215,0.032071,0.497448,0.713853,1,0.784011
0,narrow_gap_navigation,constraint_shift,17,0.890776,0.021763,0.025976,0.130143,0.325498,0.047494,0.569899,0.729432,0,0.762431
0,narrow_gap_navigation,constraint_shift,18,0.911631,0.068879,0.054292,0.174772,0.357890,0.067763,0.436721,0.828071,1,1.000000
0,narrow_gap_navigation,constraint_shift,19,0.922866,0.052180,0.073687,0.066267,0.286136,0.026531,0.583502,0.718651,1,1.000000
0,narrow_gap_navigation,constraint_shift,20,0.855069,0.031839,0.027228,0.052046,0.376180,0.042803,0.500159,0.735947,1,0.928628
0,narrow_gap_navigation,constraint_shift,21,0.762482,0.017891,0.064325,0.157528,0.318699,0.010587,0.432346,0.622060,1,0.747060
0,narrow_gap_navigation,constraint_shift,22,0.825320,0.088892,0.058501,0.072881,0.351406,0.032568,0.500542,0.779990,1,0.805375
0,narrow_gap_navigation,constraint_shift,23,0.776678,0.109890,0.041225,0.140268,0.347091,0.049314,0.510258,0.608930,1,0.779962
0,narrow_gap_navigation,constraint_shift,24,0.882489,0.024881,0.046944,0.117647,0.395634,0.042973,0.499759,0.735468,0,0.964645
0,narrow_gap_navigation,constraint_shift,25,0.851063,0.088894,0.070589,0.090221,0.268799,0.008609,0.493061,0.733733,0,0.800845
0,narrow_gap_navigation,constraint_shift,26,0.859508,0.065142,0.020778,0.184989,0.312383,0.019722,0.532876,0.601950,0,0.883022
0,narrow_gap_navigation,constraint_shift,27,0.912943,0.048917,0.046974,0.086793,0.331888,0.036871,0.562092,0.705240,0,0.721059
0,narrow_gap_navigation,constraint_shift,28,0.882897,0.088478,0.029194,0.209959,0.339954,0.010806,0.538439,0.779425,1,1.000000
0,narrow_gap_navigation,constraint_shift,29,0.826978,0.062596,0.056068,0.148935,0.341271,0.049430,0.563727,0.744089,1,0.756341
0,narrow_gap_navigation,constraint_shift,30,0.793239,0.052073,0.090756,0.177369,0.352547,0.000000,0.507866,0.689220,0,0.830162
0,narrow_gap_navigation,constraint_shift,31,0.784172,0.093589,0.031806,0.179997,0.358001,0.019342,0.511733,0.666950,1,0.923421
0,narrow_gap_navigation,novel_obstacle_shift,0,0.671737,0.357530,0.036854,0.190170,0.334089,0.067252,0.532267,0.818808,1,0.873528
0,narrow_gap_navigation,novel_obstacle_shift,1,0.687532,0.263130,0.082238,0.153253,0.365637,0.077093,0.447349,0.782524,1,0.963190
0,narrow_gap_navigation,novel_obstacle_shift,2,0.733020,0.264704,0.054023,0.147974,0.355217,0.089626,0.552861,0.734929,0,0.997686
0,narrow_gap_navigation,novel_obstacle_shift,3,0.691443,0.241179,0.056285,0.208845,0.358347,0.040384,0.513051,0.621467,1,0.721709
0,narrow_gap_navigation,novel_obstacle_shift,4,0.748006,0.271351,0.068655,0.147050,0.414967,0.024327,0.466389,0.684127,1,0.884371
0,narrow_gap_navigation,novel_obstacle_shift,5,0.684147,0.303086,0.035558,0.158193,0.343521,0.095141,0.442040,0.763819,0,0.770608
0,narrow_gap_navigation,novel_obstacle_shift,6,0.612146,0.315104,0.053977,0.183889,0.349040,0.050469,0.431555,0.741485,1,0.912603
0,narrow_gap_navigation,novel_obstacle_shift,7,0.802669,0.309578,0.026715,0.176857,0.336378,0.089284,0.494011,0.821933,0,0.749104
0,narrow_gap_navigation,novel_obstacle_shift,8,0.700690,0.304571,0.061247,0.188128,0.398069,0.091374,0.460015,0.835063,1,0.913743
0,narrow_gap_navigation,novel_obstacle_shift,9,0.735407,0.252440,0.028273,0.191400,0.320574,0.056700,0.453282,0.659170,1,0.896626
0,narrow_gap_navigation,novel_obstacle_shift,10,0.747885,0.342402,0.089048,0.188430,0.364506,0.100842,0.447124,0.769859,1,0.998096
0,narrow_gap_navigation,novel_obstacle_shift,11,0.677676,0.293681,0.032971,0.133232,0.388230,0.053671,0.451653,0.757980,0,0.992816
0,narrow_gap_navigation,novel_obstacle_shift,12,0.744214,0.283216,0.071242,0.138083,0.331799,0.051207,0.416916,0.677206,1,1.000000
0,narrow_gap_navigation,novel_obstacle_shift,13,0.670451,0.229916,0.032470,0.185956,0.323764,0.054384,0.477395,0.712107,1,0.835396
0,narrow_gap_navigation,novel_obstacle_shift,14,0.700850,0.322347,0.024096,0.220778,0.335246,0.054550,0.430291,0.742966,1,0.905644
0,narrow_gap_navigation,novel_obstacle_shift,15,0.688751,0.284108,0.096095,0.242136,0.400469,0.097366,0.489289,0.739149,1,0.811537
0,narrow_gap_navigation,novel_obstacle_shift,16,0.680071,0.235096,0.008064,0.169898,0.348100,0.072136,0.504235,0.603387,1,0.559704
0,narrow_gap_navigation,novel_obstacle_shift,17,0.733780,0.253891,0.016012,0.092472,0.312643,0.029543,0.449359,0.579279,1,0.984876
0,narrow_gap_navigation,novel_obstacle_shift,18,0.696324,0.311002,0.029311,0.145446,0.384234,0.054933,0.439618,0.702448,0,0.653144
0,narrow_gap_navigation,novel_obstacle_shift,19,0.700537,0.286445,0.068749,0.140314,0.391539,0.054539,0.465055,0.786065,1,0.889832
0,narrow_gap_navigation,novel_obstacle_shift,20,0.679203,0.248394,0.071583,0.154185,0.383596,0.096029,0.490766,0.716150,1,0.866646
0,narrow_gap_navigation,novel_obstacle_shift,21,0.736230,0.250405,0.054388,0.157281,0.393230,0.039452,0.401638,0.900514,1,0.873361
0,narrow_gap_navigation,novel_obstacle_shift,22,0.711450,0.309547,0.041524,0.183439,0.338880,0.051284,0.443371,0.550490,0,0.929322
0,narrow_gap_navigation,novel_obstacle_shift,23,0.799971,0.303855,0.044357,0.217714,0.365253,0.069540,0.454110,0.766609,0,0.801207
0,narrow_gap_navigation,novel_obstacle_shift,24,0.723423,0.310689,0.047777,0.166955,0.303276,0.027483,0.431158,0.634823,1,0.839706
0,narrow_gap_navigation,novel_obstacle_shift,25,0.656527,0.257765,0.081748,0.173101,0.452024,0.039486,0.455859,0.639565,1,0.765895
0,narrow_gap_navigation,novel_obstacle_shift,26,0.644129,0.281836,0.055166,0.254789,0.341383,0.069798,0.472847,0.730367,1,0.901124
0,narrow_gap_navigation,novel_obstacle_shift,27,0.686601,0.322270,0.056365,0.123958,0.380621,0.050031,0.449786,0.678901,1,0.891629
0,narrow_gap_navigation,novel_obstacle_shift,28,0.715620,0.277986,0.076552,0.193624,0.341009,0.058554,0.431166,0.823363,1,0.919205
0,narrow_gap_navigation,novel_obstacle_shift,29,0.686007,0.285421,0.040329,0.215486,0.424625,0.078439,0.553455,0.744913,1,0.697615
0,narrow_gap_navigation,novel_obstacle_shift,30,0.743015,0.277083,0.031752,0.204858,0.399432,0.036571,0.540797,0.639644,1,1.000000
0,narrow_gap_navigation,novel_obstacle_shift,31,0.591162,0.323462,0.066378,0.238633,0.412978,0.082691,0.444446,0.721170,1,0.848416
0,narrow_gap_navigation,actuator_lag_shift,0,0.727214,0.060329,0.275741,0.163176,0.470892,0.065725,0.479789,0.741786,1,0.977214
0,narrow_gap_navigation,actuator_lag_shift,1,0.643375,0.073679,0.317245,0.183882,0.360858,0.086283,0.443308,0.752732,0,0.955409
0,narrow_gap_navigation,actuator_lag_shift,2,0.676893,0.058259,0.267625,0.187135,0.325126,0.039634,0.492639,0.719299,1,0.857837
0,narrow_gap_navigation,actuator_lag_shift,3,0.778018,0.025933,0.246666,0.180152,0.341733,0.095745,0.484157,0.743296,1,0.920045
0,narrow_gap_navigation,actuator_lag_shift,4,0.615550,0.159299,0.313234,0.179331,0.330299,0.124428,0.399952,0.763611,1,1.000000
0,narrow_gap_navigation,actuator_lag_shift,5,0.710074,0.079618,0.324357,0.162285,0.229760,0.098788,0.481705,0.728161,1,0.916536
0,narrow_gap_navigation,actuator_lag_shift,6,0.743951,0.058805,0.251512,0.189625,0.328242,0.079639,0.577014,0.727563,0,0.653567
0,narrow_gap_navigation,actuator_lag_shift,7,0.668266,0.176135,0.287992,0.132860,0.374764,0.061290,0.479224,0.550544,1,0.790541
0,narrow_gap_navigation,actuator_lag_shift,8,0.719916,0.080445,0.280611,0.058949,0.297012,0.103314,0.450049,0.710694,1,1.000000
0,narrow_gap_navigation,actuator_lag_shift,9,0.767448,0.098895,0.331801,0.177651,0.308011,0.065175,0.495454,0.511221,0,0.740734
0,narrow_gap_navigation,actuator_lag_shift,10,0.706568,0.079363,0.221697,0.217431,0.367579,0.098994,0.533661,0.602809,0,0.905586
0,narrow_gap_navigation,actuator_lag_shift,11,0.718166,0.052468,0.286232,0.107553,0.309955,0.095051,0.508199,0.703697,1,0.864047
0,narrow_gap_navigation,actuator_lag_shift,12,0.708890,0.104209,0.271948,0.178696,0.449025,0.064024,0.499654,0.747048,1,0.785504
0,narrow_gap_navigation,actuator_lag_shift,13,0.670573,0.012745,0.288956,0.132097,0.324257,0.142971,0.427990,0.696670,1,0.703463
0,narrow_gap_navigation,actuator_lag_shift,14,0.694792,0.055000,0.304226,0.132326,0.305228,0.074485,0.536036,0.779732,1,0.966650
0,narrow_gap_navigation,actuator_lag_shift,15,0.648064,0.114816,0.318664,0.221215,0.415103,0.086539,0.534480,0.747592,1,0.934687
0,narrow_gap_navigation,actuator_lag_shift,16,0.683545,0.065216,0.308399,0.196157,0.292750,0.089106,0.458430,0.773155,1,0.998793
0,narrow_gap_navigation,actuator_lag_shift,17,0.612485,0.083077,0.296070,0.276554,0.341553,0.070310,0.512338,0.791266,1,0.886926
0,narrow_gap_navigation,actuator_lag_shift,18,0.654852,0.085857,0.257031,0.214030,0.350087,0.063420,0.448910,0.752148,1,1.000000
0,narrow_gap_navigation,actuator_lag_shift,19,0.658903,0.077449,0.299647,0.185455,0.361233,0.062481,0.426339,0.687320,1,0.793389
0,narrow_gap_navigation,actuator_lag_shift,20,0.632190,0.098884,0.269067,0.200565,0.363416,0.039651,0.512474,0.660006,1,0.865278
0,narrow_gap_navigation,actuator_lag_shift,21,0.739827,0.102693,0.306644,0.163646,0.402292,0.075437,0.444650,0.762287,1,0.862761
0,narrow_gap_navigation,actuator_lag_shift,22,0.754481,0.052867,0.279926,0.170746,0.404568,0.077962,0.514231,0.829354,1,0.979071
0,narrow_gap_navigation,actuator_lag_shift,23,0.690744,0.057806,0.311890,0.138574,0.378204,0.036328,0.492990,0.681883,0,0.811375
0,narrow_gap_navigation,actuator_lag_shift,24,0.720734,0.048286,0.325600,0.215567,0.389970,0.079655,0.471716,0.700020,1,0.930556
0,narrow_gap_navigation,actuator_lag_shift,25,0.765213,0.028582,0.307522,0.227620,0.334918,0.076344,0.468983,0.736091,0,0.835609
0,narrow_gap_navigation,actuator_lag_shift,26,0.723693,0.086680,0.277681,0.213405,0.246365,0.102158,0.456677,0.768367,1,0.984485
0,narrow_gap_navigation,actuator_lag_shift,27,0.627122,0.108639,0.278849,0.224400,0.367608,0.067766,0.450349,0.763955,0,0.914680
0,narrow_gap_navigation,actuator_lag_shift,28,0.733137,0.117782,0.338827,0.125178,0.395982,0.100930,0.462041,0.772790,0,0.829456
0,narrow_gap_navigation,actuator_lag_shift,29,0.743699,0.063025,0.289700,0.193050,0.335385,0.098472,0.496863,0.740833,1,0.889553
0,narrow_gap_navigation,actuator_lag_shift,30,0.683696,0.109258,0.303787,0.176620,0.325099,0.105861,0.483617,0.764580,1,0.782294
0,narrow_gap_navigation,actuator_lag_shift,31,0.642954,0.063303,0.259824,0.163378,0.343044,0.080303,0.466698,0.666595,1,0.835844
0,narrow_gap_navigation,human_motion_shift,0,0.599157,0.097182,0.134672,0.399421,0.446977,0.059121,0.469783,0.766548,0,0.570765
0,narrow_gap_navigation,human_motion_shift,1,0.633262,0.086421,0.012089,0.408315,0.373533,0.089111,0.527926,0.595316,0,0.824120
0,narrow_gap_navigation,human_motion_shift,2,0.678719,0.111505,0.058992,0.409194,0.323023,0.078653,0.559536,0.792205,1,0.839285
0,narrow_gap_navigation,human_motion_shift,3,0.611880,0.066845,0.041075,0.368171,0.454905,0.073767,0.512156,0.767079,1,0.782637
0,narrow_gap_navigation,human_motion_shift,4,0.673267,0.027219,0.041453,0.413618,0.255787,0.069926,0.552677,0.684033,0,0.819211
0,narrow_gap_navigation,human_motion_shift,5,0.712152,0.040487,0.062218,0.486410,0.472447,0.107320,0.534245,0.747049,1,0.770083
0,narrow_gap_navigation,human_motion_shift,6,0.661604,0.062385,0.091056,0.423591,0.365387,0.081493,0.446613,0.708427,0,0.873957
0,narrow_gap_navigation,human_motion_shift,7,0.778345,0.093048,0.068269,0.443645,0.321402,0.121508,0.519948,0.660614,1,0.956059
0,narrow_gap_navigation,human_motion_shift,8,0.685600,0.118582,0.093078,0.465978,0.280582,0.073843,0.543784,0.603382,1,0.802082
0,narrow_gap_navigation,human_motion_shift,9,0.667932,0.074384,0.112946,0.437728,0.388918,0.058136,0.473763,0.703694,0,0.721638
0,narrow_gap_navigation,human_motion_shift,10,0.620792,0.086660,0.046453,0.403896,0.281461,0.074580,0.481415,0.711695,1,1.000000
0,narrow_gap_navigation,human_motion_shift,11,0.728160,0.103317,0.116933,0.411810,0.333481,0.066771,0.483156,0.664856,0,0.876586
0,narrow_gap_navigation,human_motion_shift,12,0.704358,0.074340,0.056398,0.414889,0.387321,0.067501,0.525185,0.730312,0,0.831621
0,narrow_gap_navigation,human_motion_shift,13,0.685699,0.088306,0.086097,0.407472,0.302620,0.114966,0.500914,0.681446,0,0.778558
0,narrow_gap_navigation,human_motion_shift,14,0.713091,0.097199,0.076219,0.407232,0.431030,0.069904,0.506090,0.736960,1,0.802229
0,narrow_gap_navigation,human_motion_shift,15,0.704772,0.051118,0.060992,0.412259,0.407834,0.118195,0.529468,0.708724,1,1.000000
0,narrow_gap_navigation,human_motion_shift,16,0.715709,0.147659,0.107641,0.336583,0.271157,0.058481,0.532918,0.791607,1,1.000000
0,narrow_gap_navigation,human_motion_shift,17,0.693681,0.079011,0.076173,0.355780,0.372467,0.094087,0.499031,0.708914,1,0.842002
0,narrow_gap_navigation,human_motion_shift,18,0.650056,0.096712,0.048028,0.394634,0.343000,0.106467,0.473603,0.773687,1,0.977863
0,narrow_gap_navigation,human_motion_shift,19,0.633813,0.090160,0.051380,0.356031,0.313444,0.040259,0.517994,0.666723,1,0.917577
0,narrow_gap_navigation,human_motion_shift,20,0.589670,0.079149,0.031447,0.361506,0.382708,0.064177,0.487460,0.597100,0,0.675017
0,narrow_gap_navigation,human_motion_shift,21,0.652174,0.078096,0.115764,0.365260,0.314917,0.069678,0.485881,0.791165,1,0.990876
0,narrow_gap_navigation,human_motion_shift,22,0.652330,0.110540,0.128670,0.296275,0.374103,0.111948,0.451990,0.661908,1,0.878708
0,narrow_gap_navigation,human_motion_shift,23,0.671317,0.056987,0.114671,0.365542,0.270926,0.068801,0.540926,0.677195,1,0.892658
0,narrow_gap_navigation,human_motion_shift,24,0.594216,0.054566,0.129426,0.372052,0.349247,0.082068,0.443626,0.561242,1,0.936928
0,narrow_gap_navigation,human_motion_shift,25,0.693959,0.018381,0.070982,0.395697,0.402775,0.076404,0.575990,0.531162,0,1.000000
0,narrow_gap_navigation,human_motion_shift,26,0.662501,0.129487,0.124658,0.368899,0.375294,0.071910,0.519958,0.856860,1,0.970982
0,narrow_gap_navigation,human_motion_shift,27,0.697510,0.039288,0.074582,0.436512,0.323479,0.081057,0.413028,0.741929,1,0.942898
0,narrow_gap_navigation,human_motion_shift,28,0.648936,0.074472,0.087344,0.380011,0.335359,0.106278,0.545132,0.647491,1,0.780691
0,narrow_gap_navigation,human_motion_shift,29,0.639693,0.145070,0.093194,0.430459,0.338485,0.077120,0.510412,0.757914,1,1.000000
0,narrow_gap_navigation,human_motion_shift,30,0.728638,0.002820,0.094192,0.405662,0.315976,0.068295,0.511705,0.762722,1,0.800451
0,narrow_gap_navigation,human_motion_shift,31,0.651806,0.087896,0.108321,0.358918,0.376912,0.068112,0.507840,0.762149,1,0.987531
0,narrow_gap_navigation,contact_mode_shift,0,0.669393,0.103699,0.090282,0.137210,0.559745,0.078452,0.473901,0.800964,1,0.743191
0,narrow_gap_navigation,contact_mode_shift,1,0.810941,0.082127,0.087653,0.190746,0.523057,0.090426,0.430001,0.742060,0,0.726833
0,narrow_gap_navigation,contact_mode_shift,2,0.735558,0.159004,0.114502,0.145474,0.540494,0.090918,0.436595,0.854749,0,0.898812
0,narrow_gap_navigation,contact_mode_shift,3,0.721073,0.028422,0.085877,0.264392,0.547371,0.075878,0.495552,0.739938,0,0.778632
0,narrow_gap_navigation,contact_mode_shift,4,0.746402,0.120736,0.085481,0.163036,0.519773,0.122241,0.455753,0.658955,1,1.000000
0,narrow_gap_navigation,contact_mode_shift,5,0.705293,0.100433,0.094822,0.125448,0.518121,0.038327,0.425094,0.733372,0,1.000000
0,narrow_gap_navigation,contact_mode_shift,6,0.775093,0.076948,0.113483,0.162095,0.588079,0.114497,0.430100,0.734339,1,0.874660
0,narrow_gap_navigation,contact_mode_shift,7,0.689944,0.101167,0.115752,0.167098,0.535594,0.075640,0.428117,0.712369,0,0.819503
0,narrow_gap_navigation,contact_mode_shift,8,0.788159,0.078307,0.030051,0.166695,0.569196,0.105837,0.518112,0.802103,1,0.873434
0,narrow_gap_navigation,contact_mode_shift,9,0.719472,0.121407,0.086243,0.190565,0.523784,0.133269,0.471802,0.805300,1,0.930805
0,narrow_gap_navigation,contact_mode_shift,10,0.730887,0.074949,0.112967,0.118006,0.643087,0.096650,0.448615,0.761091,1,0.871990
0,narrow_gap_navigation,contact_mode_shift,11,0.746789,0.099284,0.078136,0.162674,0.531484,0.092472,0.486096,0.792033,1,0.936106
0,narrow_gap_navigation,contact_mode_shift,12,0.707695,0.113154,0.056702,0.211955,0.592934,0.124868,0.445652,0.761521,0,0.813224
0,narrow_gap_navigation,contact_mode_shift,13,0.724997,0.078735,0.107114,0.181606,0.640193,0.081671,0.427423,0.838176,1,0.766914
0,narrow_gap_navigation,contact_mode_shift,14,0.700145,0.101484,0.099446,0.209572,0.616680,0.080907,0.440995,0.792948,1,0.677297
0,narrow_gap_navigation,contact_mode_shift,15,0.605836,0.099935,0.073868,0.166470,0.639486,0.056106,0.470527,0.821684,1,0.781153
0,narrow_gap_navigation,contact_mode_shift,16,0.693244,0.125899,0.116328,0.237568,0.528982,0.063847,0.459898,0.747293,0,0.920867
0,narrow_gap_navigation,contact_mode_shift,17,0.686711,0.110105,0.089992,0.132583,0.674910,0.095189,0.522548,0.797093,1,0.892124
0,narrow_gap_navigation,contact_mode_shift,18,0.786332,0.055036,0.119635,0.213251,0.662377,0.116182,0.458099,0.904255,0,0.964383
0,narrow_gap_navigation,contact_mode_shift,19,0.735013,0.097950,0.087681,0.206143,0.547082,0.101637,0.489006,0.754489,1,0.955402
0,narrow_gap_navigation,contact_mode_shift,20,0.708687,0.073783,0.060088,0.149621,0.564396,0.115839,0.510641,0.784636,1,0.803487
0,narrow_gap_navigation,contact_mode_shift,21,0.767282,0.155672,0.069243,0.183887,0.685185,0.086377,0.447440,0.768330,1,0.756045
0,narrow_gap_navigation,contact_mode_shift,22,0.725249,0.149495,0.021474,0.157622,0.526485,0.121981,0.457987,0.804624,1,0.792962
0,narrow_gap_navigation,contact_mode_shift,23,0.678777,0.075025,0.037524,0.191524,0.549050,0.106313,0.477205,0.766891,1,0.970506
0,narrow_gap_navigation,contact_mode_shift,24,0.633106,0.102647,0.089544,0.181965,0.533418,0.102441,0.427335,0.740516,0,1.000000
0,narrow_gap_navigation,contact_mode_shift,25,0.783797,0.106150,0.084229,0.169510,0.581085,0.124246,0.474753,0.725438,1,0.861140
0,narrow_gap_navigation,contact_mode_shift,26,0.692352,0.036043,0.083838,0.233847,0.548957,0.106590,0.477733,0.789668,1,0.831431
0,narrow_gap_navigation,contact_mode_shift,27,0.726468,0.078998,0.059318,0.205717,0.588034,0.130842,0.508669,0.814879,1,0.958427
0,narrow_gap_navigation,contact_mode_shift,28,0.689021,0.086791,0.095077,0.220560,0.492915,0.092406,0.451568,0.719743,1,0.807797
0,narrow_gap_navigation,contact_mode_shift,29,0.713497,0.089075,0.105484,0.132152,0.511983,0.129055,0.520686,0.680914,1,0.827113
0,narrow_gap_navigation,contact_mode_shift,30,0.695160,0.094214,0.065915,0.126065,0.659894,0.097686,0.500263,0.797535,1,0.893039
0,narrow_gap_navigation,contact_mode_shift,31,0.685908,0.044659,0.092909,0.217889,0.536228,0.089725,0.507564,0.658889,0,0.991267
0,narrow_gap_navigation,low_signal_high_risk_shift,0,0.888607,0.285937,0.214554,0.257388,0.508449,0.252024,0.414221,0.818903,1,0.933566
0,narrow_gap_navigation,low_signal_high_risk_shift,1,0.847761,0.326072,0.172255,0.317168,0.503840,0.258289,0.459652,0.917207,1,1.000000
0,narrow_gap_navigation,low_signal_high_risk_shift,2,0.828035,0.198061,0.144626,0.299728,0.589636,0.231293,0.428893,0.847724,1,1.000000
